date,demand
2024-05-29,119
2024-05-30,104
2024-05-31,81
2024-06-01,67
2024-06-02,55
2024-06-03,91
2024-06-04,99
2024-06-05,67
2024-06-06,92
2024-06-07,87
2024-06-08,50
2024-06-09,37
2024-06-10,76
2024-06-11,100
2024-06-12,94
2024-06-13,85
2024-06-14,90
2024-06-15,44
2024-06-16,46
2024-06-17,66
2024-06-18,97
2024-06-19,78
2024-06-20,73
2024-06-21,83
2024-06-22,55
2024-06-23,32
2024-06-24,78
2024-06-25,89
2024-06-26,118
2024-06-27,93
2024-06-28,100
2024-06-29,56
2024-06-30,57
2024-07-01,115
2024-07-02,97
2024-07-03,105
2024-07-04,102
2024-07-05,105
2024-07-06,49
2024-07-07,60
2024-07-08,109
2024-07-09,123
2024-07-10,89
2024-07-11,98
2024-07-12,103
2024-07-13,72
2024-07-14,74
2024-07-15,95
2024-07-16,89
2024-07-17,112
2024-07-18,103
2024-07-19,85
2024-07-20,43
2024-07-21,52
2024-07-22,84
2024-07-23,135
2024-07-24,140
2024-07-25,135
2024-07-26,133
2024-07-27,73
2024-07-28,61
2024-07-29,112
2024-07-30,135
2024-07-31,128
2024-08-01,128
2024-08-02,121
2024-08-03,73
2024-08-04,61
2024-08-05,107
2024-08-06,121
2024-08-07,120
2024-08-08,118
2024-08-09,120
2024-08-10,64
2024-08-11,55
2024-08-12,105
2024-08-13,112
2024-08-14,112
2024-08-15,112
2024-08-16,112
2024-08-17,62
2024-08-18,50
2024-08-19,98
2024-08-20,110
2024-08-21,105
2024-08-22,106
2024-08-23,102
2024-08-24,55
2024-08-25,50
2024-08-26,94
2024-08-27,105
2024-08-28,100
2024-08-29,94
2024-08-30,100
2024-08-31,53
2024-09-01,42
2024-09-02,84
2024-09-03,90
2024-09-04,95
2024-09-05,88
2024-09-06,90
2024-09-07,48
2024-09-08,40
2024-09-09,79
2024-09-10,84
2024-09-11,89
2024-09-12,85
2024-09-13,85
2024-09-14,44
2024-09-15,37
2024-09-16,75
2024-09-17,78
2024-09-18,78
2024-09-19,73
2024-09-20,75
2024-09-21,38
2024-09-22,72
2024-09-23,42
2024-09-24,67
2024-09-25,59
2024-09-26,57
2024-09-27,22
2024-09-28,24
2024-09-29,40
2024-09-30,50
2024-10-01,32
2024-10-02,52
2024-10-03,11
2024-10-04,18
2024-10-05,22
2024-10-06,46
2024-10-07,51
2024-10-08,26
2024-10-09,11
2024-10-10,26
2024-10-11,27
2024-10-12,9
2024-10-13,25
2024-10-14,42
2024-10-15,61
2024-10-16,50
2024-10-17,58
2024-10-18,43
2024-10-19,26
2024-10-20,33
2024-10-21,35
2024-10-22,42
2024-10-23,48
2024-10-24,68
2024-10-25,56
2024-10-26,42
2024-10-27,26
2024-10-28,37
2024-10-29,57
2024-10-30,66
2024-10-31,38
2024-11-01,38
2024-11-02,20
2024-11-03,6
2024-11-04,74
2024-11-05,50
2024-11-06,51
2024-11-07,51
2024-11-08,48
2024-11-09,30
2024-11-10,20
2024-11-11,40
2024-11-12,37
2024-11-13,43
2024-11-14,42
2024-11-15,33
2024-11-16,20
2024-11-17,14
2024-11-18,37
2024-11-19,32
2024-11-20,49
2024-11-21,59
2024-11-22,43
2024-11-23,18
2024-11-24,8
2024-11-25,44
2024-11-26,37
2024-11-27,48
2024-11-28,40
2024-11-29,38
2024-11-30,19
2024-12-01,34
2024-12-02,26
2024-12-03,54
2024-12-04,68
2024-12-05,61
2024-12-06,72
2024-12-07,32
2024-12-08,19
2024-12-09,54
2024-12-10,37
2024-12-11,38
2024-12-12,35
2024-12-13,50
2024-12-14,33
2024-12-15,40
2024-12-16,52
2024-12-17,63
2024-12-18,47
2024-12-19,53
2024-12-20,109
2024-12-21,117
2024-12-22,74
2024-12-23,99
2024-12-24,90
2024-12-25,65
2024-12-26,99
2024-12-27,96
2024-12-28,68
2024-12-29,67
2024-12-30,64
2024-12-31,71
