date,demand
2024-09-22,16
2024-09-23,9
2024-09-24,9
2024-09-25,9
2024-09-26,8
2024-09-27,2
2024-09-28,5
2024-09-29,11
2024-09-30,16
2024-10-01,12
2024-10-02,9
2024-10-03,8
2024-10-04,14
2024-10-05,6
2024-10-06,10
2024-10-07,8
2024-10-08,10
2024-10-09,7
2024-10-10,16
2024-10-11,10
2024-10-12,4
2024-10-13,7
2024-10-14,10
2024-10-15,15
2024-10-16,14
2024-10-17,12
2024-10-18,18
2024-10-19,10
2024-10-20,4
2024-10-21,5
2024-10-22,10
2024-10-23,12
2024-10-24,15
2024-10-25,11
2024-10-26,11
2024-10-27,1
2024-10-28,10
2024-10-29,4
2024-10-30,9
2024-10-31,9
2024-11-01,9
2024-11-02,5
2024-11-03,0
2024-11-04,14
2024-11-05,7
2024-11-06,6
2024-11-07,5
2024-11-08,8
2024-11-09,2
2024-11-10,5
2024-11-11,4
2024-11-12,11
2024-11-13,6
2024-11-14,5
2024-11-15,10
2024-11-16,6
2024-11-17,2
2024-11-18,8
2024-11-19,6
2024-11-20,2
2024-11-21,6
2024-11-22,4
2024-11-23,4
2024-11-24,0
2024-11-25,2
2024-11-26,1
2024-11-27,5
2024-11-28,18
2024-11-29,15
2024-11-30,11
2024-12-01,9
2024-12-02,15
2024-12-03,14
2024-12-04,18
2024-12-05,11
2024-12-06,17
2024-12-07,19
2024-12-08,10
2024-12-09,7
2024-12-10,13
2024-12-11,10
2024-12-12,10
2024-12-13,13
2024-12-14,15
2024-12-15,21
2024-12-16,24
2024-12-17,23
2024-12-18,51
2024-12-19,14
2024-12-20,46
2024-12-21,32
2024-12-22,24
2024-12-23,57
2024-12-24,23
2024-12-25,14
2024-12-26,32
2024-12-27,42
2024-12-28,29
2024-12-29,23
2024-12-30,18
2024-12-31,12
